Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Month,Calendar_Year
200597AB03701,259360,665780,-4.248918,55.86466,97,3,3,3,20/01/2005,5,08:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,1,2005
200597AB03703,258880,664850,-4.256098,55.85617,97,3,1,1,23/03/2005,4,23:30:00,926,S12000043,3,814,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,,3,2005
200597AB03707,258840,665190,-4.256913,55.859211,97,3,1,1,23/07/2005,7,13:00:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2005
200597AB03712,259340,665150,-4.248911,55.858998,97,2,1,1,16/12/2005,6,11:48:00,926,S12000043,6,0,9,30,7,4,6,0,0,5,1,1,1,0,0,1,1,,12,2005
200597AB03902,259590,665590,-4.245148,55.863022,97,2,2,1,19/02/2005,7,16:45:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,2,,2,2005
200597AB03903,259250,664770,-4.25015,55.85556,97,3,1,1,25/03/2005,6,15:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,5,1,1,1,0,0,1,1,,3,2005
200597AB03908,259280,666250,-4.25044,55.868857,97,3,2,1,17/08/2005,4,07:25:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,,8,2005
200597AB03909,259670,665180,-4.243658,55.859364,97,3,2,1,27/09/2005,3,15:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,5,2,0,0,1,1,,9,2005
200597AB04003,259150,665820,-4.252292,55.864958,97,2,1,1,25/03/2005,6,16:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,3,2005
200597AB04004,258900,665620,-4.256179,55.863089,97,3,1,1,20/04/2005,4,09:40:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,4,2005
200597AB04010,258840,665800,-4.257231,55.864688,97,3,1,1,08/10/2005,7,00:20:00,926,S12000043,6,0,2,30,9,2,6,0,0,4,4,2,2,0,0,1,2,,10,2005
200597AB04012,259710,665340,-4.243103,55.860812,97,3,1,1,15/12/2005,5,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,6,2,2,0,0,1,1,,12,2005
200597AB04102,258950,665430,-4.255282,55.861398,97,3,2,3,27/02/2005,1,03:15:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,4,1,1,0,6,1,1,,2,2005
200597AB04109,258940,666070,-4.255775,55.867141,97,3,2,1,27/09/2005,3,22:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,,9,2005
200597AB04203,258960,665080,-4.25494,55.858259,97,3,1,1,25/03/2005,6,18:00:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,3,2005
200597AB04208,259260,664820,-4.250016,55.856012,97,3,1,1,19/08/2005,6,09:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2005
200597AB04212,258580,665610,-4.261283,55.862906,97,3,2,3,17/12/2005,7,11:40:00,926,S12000043,6,0,2,30,6,3,6,0,0,5,1,1,1,1,1,1,1,,12,2005
200597AB04303,258700,665670,-4.259398,55.86348,97,3,2,10,25/03/2005,6,14:55:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,3,2005
200597AB04305,259310,664980,-4.249301,55.857463,97,3,1,1,26/05/2005,5,17:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,5,2005
200597AB04307,259360,665240,-4.248638,55.859812,97,3,1,1,22/07/2005,6,17:17:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,7,2005
200597AB04309,258910,665660,-4.25604,55.863451,97,3,1,1,20/09/2005,3,14:30:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,5,1,1,1,0,0,1,2,,9,2005
200597AB04310,258840,665230,-4.256934,55.85957,97,3,1,1,16/10/2005,1,22:35:00,926,S12000043,6,0,2,30,6,2,6,0,0,4,5,1,1,0,0,1,1,,10,2005
200597AB04401,259110,664810,-4.252406,55.855879,97,3,2,1,26/01/2005,4,14:05:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,1,2005
200597AB04404,259630,664890,-4.244147,55.856749,97,3,2,1,22/04/2005,6,10:00:00,926,S12000043,6,0,2,30,7,2,6,0,0,4,1,1,1,0,0,1,1,,4,2005
200597AB04508,259310,665010,-4.249317,55.857733,97,2,1,1,22/08/2005,2,12:05:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,,8,2005
200597AB04509,259820,665790,-4.241579,55.864884,97,3,1,1,28/09/2005,4,19:15:00,926,S12000043,6,0,9,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,,9,2005
200597AB04510,258810,665340,-4.25747,55.860549,97,3,1,1,21/10/2005,6,04:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,10,2005
200597AB04512,259910,665300,-4.239889,55.860511,97,2,1,1,19/12/2005,2,21:40:00,926,S12000043,3,8,3,30,3,2,6,0,0,5,4,1,2,0,0,1,1,,12,2005
200597AB04601,259360,665770,-4.248913,55.864571,97,3,2,1,27/01/2005,5,13:15:00,926,S12000043,6,0,3,30,3,2,6,0,0,0,1,1,1,0,0,1,1,,1,2005
200597AB04701,258840,665450,-4.257049,55.861546,97,3,2,4,28/01/2005,6,21:25:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,1,2005
200597AB04709,258960,665080,-4.25494,55.858259,97,3,1,1,29/09/2005,5,01:10:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,9,2005
200597AB04710,258810,665000,-4.257293,55.857497,97,3,1,1,19/10/2005,4,19:55:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,,10,2005
200597AB04804,258790,664920,-4.257571,55.856773,97,3,2,1,28/04/2005,5,14:00:00,926,S12000043,6,0,2,30,6,4,3,814,0,5,1,1,1,0,0,1,1,,4,2005
200597AB04807,258930,664920,-4.255336,55.856814,97,3,1,1,27/07/2005,4,14:30:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,,7,2005
200597AB04812,258570,665160,-4.261208,55.858863,97,3,2,1,15/12/2005,5,21:15:00,926,S12000043,6,0,6,30,6,2,6,0,2,4,4,2,2,0,0,1,1,,12,2005
200597AB04906,259100,665060,-4.252695,55.85812,97,3,1,1,28/06/2005,3,14:30:00,926,S12000043,6,0,2,30,9,2,6,0,0,5,1,1,1,0,0,1,2,,6,2005
200597AB04907,258840,665210,-4.256924,55.859391,97,3,1,1,25/07/2005,2,15:15:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,7,2005
200597AB04909,259260,665790,-4.25052,55.864721,97,2,1,1,28/09/2005,4,14:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,,9,2005
200597AB05001,259500,664630,-4.246087,55.854376,97,2,2,1,31/01/2005,2,07:30:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,1,1,2,0,0,1,2,,1,2005
200597AB05006,259660,666330,-4.244413,55.869686,97,3,5,1,29/06/2005,4,15:45:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,6,2005
200597AB05010,259220,664660,-4.250572,55.854564,97,2,1,1,22/10/2005,7,16:20:00,926,S12000043,3,8,6,30,6,4,3,814,0,4,1,1,1,0,0,1,1,,10,2005
200597AB05101,259130,664810,-4.252086,55.855884,97,3,1,1,19/01/2005,4,14:15:00,926,S12000043,6,0,9,30,3,4,6,0,0,0,1,2,2,0,0,1,2,,1,2005
200597AB05107,259230,665270,-4.250729,55.860044,97,3,1,1,30/07/2005,7,14:30:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,7,2005
200597AB05108,259420,664700,-4.2474,55.854982,97,3,1,1,26/08/2005,6,17:40:00,926,S12000043,6,0,3,30,3,2,3,8,0,5,1,2,2,2,0,1,2,,8,2005
200597AB05204,258640,665420,-4.260226,55.861218,97,3,1,1,27/04/2005,4,13:55:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,1,0,0,1,2,,4,2005
200597AB05212,258820,665720,-4.257508,55.863964,97,3,1,1,18/12/2005,1,16:00:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,2,2,0,0,1,2,,12,2005
200597AB05307,258960,665860,-4.255346,55.865262,97,2,1,1,30/07/2005,7,13:55:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,1,0,0,1,1,,7,2005
200597AB05403,259520,664930,-4.245923,55.857076,97,2,1,1,26/03/2005,7,20:05:00,926,S12000043,6,0,6,30,3,4,6,0,0,5,4,2,2,0,0,1,1,,3,2005
200597AB05407,258800,665650,-4.257791,55.863329,97,3,2,1,31/07/2005,1,10:15:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,1,0,0,1,2,,7,2005
200597AB05501,259450,664780,-4.246963,55.855709,97,3,1,1,29/01/2005,7,15:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,1,2005
200597AB05510,260100,665570,-4.236995,55.86299,97,3,2,2,21/10/2005,6,10:38:00,926,S12000043,3,8,3,30,7,2,6,0,0,4,1,2,2,0,0,1,2,,10,2005
200597AB05512,259330,665340,-4.249169,55.860701,97,3,2,1,23/12/2005,6,10:40:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,12,2005
200597AB05601,259590,665190,-4.244941,55.85943,97,3,3,1,29/01/2005,7,14:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,1,2005
200597AB05607,258970,665520,-4.25501,55.862212,97,3,1,1,31/07/2005,1,01:00:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,4,1,2,0,0,1,1,,7,2005
200597AB05701,260260,666080,-4.234704,55.867616,97,3,2,3,30/01/2005,1,13:50:00,926,S12000043,3,803,3,30,5,2,1,8,0,0,1,1,1,1,0,1,1,,1,2005
200597AB05704,258840,665350,-4.256996,55.860648,97,2,1,1,30/04/2005,7,22:50:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,4,2005
200597AB05803,258650,664910,-4.2598,55.856642,97,3,2,1,15/03/2005,3,16:10:00,926,S12000043,3,77,2,30,9,4,3,814,0,0,1,9,1,0,0,1,2,,3,2005
200597AB05808,258920,665690,-4.255896,55.863724,97,3,1,1,26/08/2005,6,13:49:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,8,2005
200597AB05904,258950,665860,-4.255506,55.865259,97,3,2,1,27/04/2005,4,16:30:00,926,S12000043,6,0,6,30,9,4,6,0,0,5,1,9,1,0,0,1,2,,4,2005
200597AB05910,258950,665860,-4.255506,55.865259,97,3,1,1,28/10/2005,6,14:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,5,1,1,2,0,0,1,2,,10,2005
200597AB06010,259560,665380,-4.245518,55.861127,97,3,1,1,29/10/2005,7,13:00:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,2,2,0,0,1,2,,10,2005
200597AB06012,258820,664880,-4.257071,55.856422,97,3,1,1,23/12/2005,6,19:30:00,926,S12000043,3,814,6,30,0,-1,-1,0,2,4,4,2,2,0,0,1,2,,12,2005
200597AB06310,259610,664820,-4.24443,55.856114,97,3,1,1,28/10/2005,6,19:30:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,4,4,2,2,0,0,1,1,,10,2005
200597AB06410,259030,665760,-4.254177,55.864384,97,2,1,1,29/10/2005,7,14:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,,10,2005
200597AB06504,259570,665380,-4.245358,55.86113,97,3,2,2,09/04/2005,7,17:05:00,926,S12000043,6,0,3,30,6,2,6,0,2,1,1,1,1,0,0,1,2,,4,2005
200597AB06710,258750,665460,-4.258491,55.861609,97,3,1,1,24/10/2005,2,05:41:00,926,S12000043,6,0,2,30,3,4,6,0,0,0,1,2,2,0,0,1,2,,10,2005
200597AB06810,258820,665730,-4.257514,55.864054,97,3,1,1,29/10/2005,7,14:45:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,2,0,0,1,2,,10,2005
200597AB06911,258790,664890,-4.257555,55.856503,97,3,1,1,29/11/2005,3,12:50:00,926,S12000043,6,0,2,30,6,2,3,814,0,5,1,1,1,0,0,1,2,,11,2005
200597AB07011,259260,664800,-4.250006,55.855833,97,3,1,1,30/11/2005,4,18:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,,11,2005
200597AB07611,258950,665420,-4.255277,55.861308,97,2,1,1,27/11/2005,1,22:00:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,4,1,1,0,0,1,2,,11,2005
200597AB70102,258820,665740,-4.257519,55.864143,97,3,1,1,01/02/2005,3,15:55:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,1,0,0,1,1,,2,2005
200597AB70111,258430,665370,-4.263552,55.860707,97,3,3,5,01/11/2005,3,13:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,11,2005
200597AB70204,258710,665320,-4.259056,55.86034,97,3,1,1,03/04/2005,1,01:20:00,926,S12000043,6,0,2,30,3,2,6,0,0,5,4,1,2,0,0,1,1,,4,2005
200597AB70205,258770,665110,-4.257989,55.858473,97,3,1,1,16/05/2005,2,16:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2005
200597AB70207,259040,666000,-4.254142,55.866542,97,3,2,4,09/07/2005,7,20:30:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,,7,2005
200597AB70208,259530,666340,-4.246494,55.869738,97,3,1,1,06/08/2005,7,23:40:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,1,4,0,1,1,,8,2005
200597AB70301,260530,665850,-4.230274,55.865629,97,3,1,1,12/01/2005,4,05:20:00,926,S12000043,1,8,7,70,3,2,3,803,0,0,7,5,2,0,0,1,1,,1,2005
200597AB70303,258000,664960,-4.270202,55.8569,97,3,2,1,22/03/2005,3,16:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,4,0,1,2,,3,2005
200597AB70310,258720,665570,-4.259027,55.862588,97,3,1,1,27/10/2005,5,15:20:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,10,2005
200597AB70312,259090,665050,-4.25285,55.858028,97,3,1,1,07/12/2005,4,03:30:00,926,S12000043,3,814,2,30,3,2,6,0,0,4,4,1,2,0,0,1,1,,12,2005
200597AB70402,259160,665280,-4.251852,55.860113,97,2,1,1,10/02/2005,5,02:22:00,926,S12000043,6,0,2,30,3,4,6,0,0,0,4,5,2,0,0,1,1,,2,2005
200597AB70404,258660,665060,-4.259719,55.857991,97,3,1,1,05/04/2005,3,12:15:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,4,2005
200597AB70409,258230,665520,-4.266823,55.861995,97,2,1,1,20/09/2005,3,04:45:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,9,2005
200597AB70509,259320,666400,-4.249879,55.870215,97,3,5,1,23/09/2005,6,16:55:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,9,2005
200597AB70512,258700,665580,-4.259351,55.862672,97,3,1,1,17/12/2005,7,02:00:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,4,1,1,0,0,1,1,,12,2005
200597AB70704,258860,665430,-4.256719,55.861372,97,3,2,1,09/04/2005,7,02:40:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,4,1,1,0,0,1,1,,4,2005
200597AB70709,259040,665400,-4.25383,55.861155,97,3,2,1,30/09/2005,6,11:20:00,926,S12000043,6,0,2,30,9,2,-1,-1,0,4,1,1,2,0,0,1,1,,9,2005
200597AB70804,260110,666120,-4.237119,55.867931,97,3,2,3,15/04/2005,6,15:00:00,926,S12000043,1,8,3,50,5,4,3,803,0,0,1,1,1,0,0,1,1,,4,2005
200597AB70901,258840,665090,-4.256861,55.858313,97,1,1,1,27/01/2005,5,09:02:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,,1,2005
200597AB70912,258640,665420,-4.260226,55.861218,97,3,1,1,23/12/2005,6,22:30:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,4,1,1,0,0,1,1,,12,2005
200597AB71012,259320,665630,-4.249479,55.863302,97,3,1,1,27/12/2005,3,20:45:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,12,2005
200597AB71101,258840,665200,-4.256918,55.859301,97,3,1,1,30/01/2005,1,15:20:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,1,2005
200597AC00103,257410,665970,-4.280151,55.865793,97,3,1,1,01/03/2005,3,15:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,3,2005
200597AC00105,257680,666470,-4.276103,55.870362,97,2,2,4,01/05/2005,1,00:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,,5,2005
200597AC00106,258410,665180,-4.263772,55.858995,97,3,2,1,01/06/2005,4,10:45:00,926,S12000043,3,814,6,30,6,4,6,0,0,5,1,2,2,0,0,1,1,,6,2005
200597AC00107,258250,665860,-4.266682,55.865053,97,3,2,1,01/07/2005,6,17:50:00,926,S12000043,6,0,9,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,7,2005
200597AC00108,256770,665770,-4.290263,55.863808,97,3,1,1,01/08/2005,2,00:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,8,2005
200597AC00109,257340,665420,-4.280979,55.860835,97,3,2,1,01/09/2005,5,11:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,4,0,1,1,,9,2005
200597AC00110,257150,665870,-4.284249,55.864818,97,3,2,1,03/10/2005,2,04:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,,10,2005
200597AC00301,257360,665390,-4.280644,55.860571,97,3,2,1,02/01/2005,1,17:30:00,926,S12000043,3,814,7,50,3,3,6,0,0,4,4,2,2,0,0,1,2,,1,2005
200597AC00306,257160,665950,-4.284132,55.86554,97,3,1,1,02/06/2005,5,17:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,6,2005
200597AC00311,258330,664960,-4.264934,55.856997,97,3,2,1,02/11/2005,4,09:55:00,926,S12000043,3,814,3,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,,11,2005
200597AC00312,258450,665810,-4.263463,55.864663,97,3,2,1,02/12/2005,6,10:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,5,1,1,2,0,0,1,1,,12,2005
200597AC00401,257460,665040,-4.278863,55.857458,97,2,1,3,06/01/2005,5,04:05:00,926,S12000043,3,814,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,1,2005
200597AC00404,258410,665660,-4.264023,55.863305,97,3,2,1,03/04/2005,1,08:00:00,926,S12000043,6,0,2,30,6,4,6,0,0,5,1,1,1,0,0,1,2,,4,2005
200597AC00408,257990,665290,-4.270534,55.859859,97,3,1,1,02/08/2005,3,10:50:00,926,S12000043,6,0,6,30,3,4,3,814,2,5,1,1,1,0,0,1,2,,8,2005
200597AC00501,256650,666320,-4.29247,55.86871,97,3,1,1,05/01/2005,4,15:25:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,5,2,0,0,1,1,,1,2005
200597AC00505,258020,665660,-4.270249,55.86319,97,3,2,1,05/05/2005,5,00:15:00,926,S12000043,3,804,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,,5,2005
200597AC00506,257990,665270,-4.270524,55.85968,97,3,2,1,03/06/2005,6,23:00:00,926,S12000043,3,804,2,30,7,2,3,814,0,0,4,1,2,0,0,1,1,,6,2005
200597AC00509,258010,666010,-4.270592,55.866329,97,3,1,1,01/09/2005,5,08:50:00,926,S12000043,6,0,7,30,7,2,3,8,0,5,1,1,1,0,0,1,2,,9,2005
200597AC00602,258440,665370,-4.263392,55.86071,97,3,2,1,03/02/2005,5,19:05:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,4,1,1,0,0,1,1,,2,2005
200597AC00603,257940,666030,-4.27172,55.866488,97,3,1,1,02/03/2005,4,16:40:00,926,S12000043,6,0,2,30,3,2,6,0,0,5,1,1,1,0,0,1,1,,3,2005
200597AC00606,257970,665280,-4.270848,55.859764,97,3,3,1,04/06/2005,7,11:45:00,926,S12000043,3,814,3,30,9,4,6,0,0,0,1,1,1,0,0,1,2,,6,2005
200597AC00611,257940,666020,-4.271715,55.866399,97,3,1,1,04/11/2005,6,16:55:00,926,S12000043,3,804,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,11,2005
200597AC00702,258190,665600,-4.267504,55.862701,97,3,1,1,08/02/2005,3,08:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,,2,2005
200597AC00708,255950,666090,-4.303524,55.866436,97,3,1,1,05/08/2005,6,07:45:00,926,S12000043,3,814,1,50,1,4,6,0,0,0,1,1,1,0,0,1,1,,8,2005
200597AC00908,256560,666410,-4.293954,55.869491,97,3,2,1,02/08/2005,3,13:55:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,,8,2005
200597AC00911,258540,666300,-4.262282,55.869089,97,3,2,2,08/11/2005,3,16:20:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,11,2005
200597AC01003,258200,665610,-4.267349,55.862794,97,3,2,1,04/03/2005,6,21:20:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,3,2005
200597AC01005,258320,664960,-4.265094,55.856994,97,3,2,5,08/05/2005,1,17:40:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,5,2005
200597AC01007,257720,666440,-4.275448,55.870104,97,2,2,1,09/07/2005,7,14:00:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,0,1,1,1,0,0,1,1,,7,2005
200597AC01008,258340,665190,-4.264895,55.859065,97,3,2,1,08/08/2005,2,02:40:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,4,1,1,0,0,1,1,,8,2005
200597AC01010,257970,666650,-4.271566,55.872064,97,2,1,1,07/10/2005,6,08:00:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,10,2005
200597AC01012,256990,666040,-4.286893,55.866297,97,3,1,1,08/12/2005,5,00:01:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,,12,2005
200597AC01105,256690,666250,-4.291794,55.868093,97,3,2,1,06/05/2005,6,20:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,5,2005
200597AC01109,257590,665990,-4.277287,55.866026,97,3,2,1,07/09/2005,4,12:35:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,5,1,2,2,0,0,1,2,,9,2005
200597AC01112,257350,665490,-4.280856,55.861466,97,3,2,1,07/12/2005,4,16:35:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,12,2005
200597AC01205,257700,665660,-4.275358,55.863096,97,3,2,1,10/05/2005,3,12:30:00,926,S12000043,6,0,3,30,3,2,6,0,2,4,1,1,1,0,0,1,1,,5,2005
200597AC01208,258370,666350,-4.265022,55.869488,97,3,2,1,08/08/2005,2,05:55:00,926,S12000043,6,0,3,30,5,2,6,0,0,0,1,1,1,0,0,1,1,,8,2005
200597AC01212,258320,664960,-4.265094,55.856994,97,3,2,1,08/12/2005,5,15:45:00,926,S12000043,3,814,7,30,3,4,6,0,0,4,4,1,1,0,0,1,1,,12,2005
200597AC01303,257490,666770,-4.279294,55.872999,97,3,2,1,08/03/2005,3,13:00:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,3,2005
200597AC01309,257300,665770,-4.281802,55.863965,97,2,3,1,07/09/2005,4,12:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,,9,2005
200597AC01310,258690,666000,-4.25973,55.86644,97,3,2,1,05/10/2005,4,17:20:00,926,S12000043,6,0,3,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,10,2005
200597AC01312,257980,665290,-4.270694,55.859856,97,3,3,1,09/12/2005,6,08:15:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,8,2,0,0,1,1,,12,2005
200597AC01402,257970,666160,-4.271309,55.867664,97,3,2,1,10/02/2005,5,00:15:00,926,S12000043,6,0,2,30,7,2,6,0,0,5,4,2,2,0,0,1,1,,2,2005
200597AC01403,258250,664950,-4.266206,55.856883,97,3,2,1,09/03/2005,4,16:30:00,926,S12000043,3,814,3,30,3,4,6,0,0,1,1,2,2,0,0,1,1,,3,2005
200597AC01407,258360,665830,-4.26491,55.864816,97,3,1,1,11/07/2005,2,16:30:00,926,S12000043,6,0,2,30,6,4,6,0,0,4,1,1,1,0,0,1,1,,7,2005
200597AC01410,257670,665820,-4.275921,55.864523,97,3,2,1,10/10/2005,2,17:05:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,2,2,0,0,1,1,,10,2005
200597AC01602,257540,665660,-4.277912,55.863048,97,3,1,1,12/02/2005,7,22:40:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,,2,2005
200597AC01606,256750,666100,-4.290757,55.866765,97,2,1,1,09/06/2005,5,23:20:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,,6,2005
200597AC01610,257880,666260,-4.272799,55.868536,97,3,3,1,13/10/2005,5,22:10:00,926,S12000043,6,0,6,30,9,2,6,0,0,5,4,1,2,0,0,1,1,,10,2005
200597AC01808,258430,665370,-4.263552,55.860707,97,3,2,1,14/08/2005,1,00:25:00,926,S12000043,6,0,3,30,9,4,6,0,0,0,4,8,1,0,0,1,1,,8,2005
200597AC01809,258190,665990,-4.267708,55.866203,97,2,1,2,11/09/2005,1,18:45:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,9,2005
200597AC01909,257330,665770,-4.281323,55.863974,97,3,2,1,13/09/2005,3,17:00:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,9,2005
